Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
US168863DN50,GLOBAL SR NT 2.550 Jan-27-2032,NA,Chile,Sovereign,Chile,22/01/2020,16/08/2022,16/08/2022,750,USD,1,27-01-32,2.55,Green,0,0,0,0,0,100,0,Undisclosed/Not disbursed proceeds,8,0,0,0,0,7,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,"1,001",NA,NA,12,"1,001",NA,NA,70,255,911,"3,311",61,5,0,NA,-1,-473,0,-29,"-21,535",0,Low,99,43,1,77,8,100,100,100,https://cms.hacienda.cl/hacienda/assets/documento/descargar/15a736c651116/1631214762
XS1038708522,2.5% SNR EMTN 26/02/24 EUR100000'87'REGS,42835,Unibail-Rodamco-Westfield,Real Estate,France,26/02/2014,16/08/2022,16/08/2022,750,EUR,1.15,26-02-24,2.5,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,"176,649",NA,NA,NA,"176,649",NA,NA,"1,271","11,519","13,978","126,709",NA,5,NA,NA,-3,"-2,569",1,NA,NA,NA,Moderate,36,82,1,93,100,100,100,71,https://report.urw.com/2021/assets/documents/URW-Annual-Report-2021-ENG-Web.pdf
XS2262065159,0.125% SNR EMTN 30/11/2032 EUR100000'18',231338,TenneT Holding B.V.,Utilities,Netherlands,30/11/2020,02/08/2022,02/08/2022,600,EUR,1.14,30-11-32,0.13,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,289",NA,NA,NA,"8,289",NA,NA,NA,"5,809","10,403","75,513","135,244",NA,NA,NA,NA,-524,"-360,105",NA,-345,"-237,232",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS2324772453,0.375% SNR EMTN 25/03/2028 EUR100000'17',238468,Ferrovie dello Stato Italiane SpA,Industrials,Italy,25/03/2021,29/07/2022,29/07/2022,1000,EUR,1.13,25-03-28,0.38,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,83,0,0,0,NA,NA,"8,213,865,263",NA,NA,NA,"8,213,865,263",NA,316,"30,984","2,528","247,869",NA,NA,0,NA,-27,"-30,839",1,-7,"-7,581",1,Moderate,15,79,1,100,100,100,100,100,https://www.fsitaliane.it/content/dam/fsitaliane/Documents/investor-relations/Green-Bond-Report-2021.pdf
XS1732400319,0.875% SNR EMTN 07/12/2023 EUR100000 '7',238468,Ferrovie dello Stato Italiane SpA,Industrials,Italy,07/12/2017,29/07/2022,29/07/2022,600,EUR,1.15,7/12/2023,0.88,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,0,0,0,NA,NA,"10,095,682,269",NA,NA,NA,"10,095,682,269",NA,103,"47,560",720,"332,919",NA,NA,0,NA,-47,"-32,412",1,-20,"-13,491",1,Moderate,NA,70,1,100,100,100,100,100,https://www.fsitaliane.it/content/dam/fsitaliane/Documents/investor-relations/FS_Italiane_GreenBond_Report_Third%20_Party_Opinion_EMTN_Series_7.pdf
XS2196328608,1.875%-FRN SUB 29/06/2080 EUR100000'REGS,42764,EnBW Energie Baden-W?rttemberg AG,Utilities,Germany,29/06/2020,28/07/2022,28/07/2022,500,EUR,1.15,29-06-80,1.88,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,220",NA,NA,NA,"41,220",NA,NA,NA,"16,725","21,913","1,020,253","1,336,716",53,NA,NA,NA,-88,"-50,587",1,-58,"-33,453",1,Moderate,36,85,1,83,100,100,33,100,https://www.enbw.com/media/investoren/investors_images/green_bond/documents/enbw-green-bond-impact-report-2021.pdf; https://www.enbw.com/media/investoren/investors_images/green_bond/documents/tables-impact-report-and-allocation-report-2021.xlsx
XS1608044753,3.875% GTD SNR SEC NTS 25/10/2022 EUR,47805,Senvion Holding GmbH,Industrials,Germany,05/05/2017,20/07/2022,20/07/2022,400,EUR,1.15,25-10-22,3.88,No sufficient information,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,0,0,0,0,0,https://www.siemensgamesa.com/en-int/explore/journal/2020/07/notification-senvion-rebranding; https://www.finanzen.net/anleihen/a2e4e3-senvion-holding-anleihe
XS2081491727,0.815% GTD SNR NTS 04/12/2023 EUR100000,44347,FCC Servicios Medio Ambiente Holding S.A.,Industrials,Spain,04/12/2019,21/07/2022,21/07/2022,600,EUR,1.14,4/12/2023,0.82,Green,0,0,100,0,0,0,0,Waste,93,0,0,0,0,6,0,1,1,0,85,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,150","-1,471,309",0,NA,5,43,0,93,72,100,100,100,https://www.fccma.com/documents/14101825/15421671/Green+bond+report-2021-v2.pdf/85445380-bcb0-cc6e-f082-cb837834d49b?t=1652346221620
FR0013405537,1.125% SNR NPF EMTN 28/08/2024 EUR100000,44303,BNP Paribas SA,Financials,France,28/02/2019,25/07/2022,25/07/2022,750,EUR,1.14,28-08-24,1.13,Green,0,0,15,0,0,0,85,Renewable Electricity and Heat Production,100,59,0,0,3,3,1,33,0,0,2,0,0,0,0,33,26,0,0,0,0,0,0,17,1,0,0,2,1,0,0,"4,545","82,794",NA,NA,"4,545","82,794",NA,NA,"26,915","44,377","161,492","266,262",81,8,NA,NA,-447,"-380,376",1,-528,"-449,588",1,Low,85,82,1,94,75,100,100,100,https://invest.bnpparibas/en/document/green-bond-reporting-methodology-notes-2021
FR0013465358,0.5%-FRN SNR NPF EMTN 04/06/26 EUR100000,44303,BNP Paribas SA,Financials,France,04/12/2019,25/07/2022,25/07/2022,750,EUR,1.14,4/6/2026,0.5,Green,0,0,15,0,0,0,85,Renewable Electricity and Heat Production,100,59,0,0,3,3,1,33,0,0,2,0,0,0,0,33,26,0,0,0,0,0,0,17,1,0,0,2,1,0,0,"6,088","83,180",NA,NA,"6,088","83,180",NA,NA,"27,041","44,584","216,326","356,670",81,8,NA,NA,-447,"-382,149",1,-526,"-449,588",1,Low,85,82,1,94,75,100,100,100,https://invest.bnpparibas/en/document/green-bond-reporting-methodology-notes-2021
FR00140005J1,0.375%-FRN SNR NPF EMTN 14/10/2027 EUR,44303,BNPP Asset Management Holding,Financials,France,14/10/2020,25/07/2022,25/07/2022,750,EUR,1.15,14-10-27,0.38,Green,0,0,15,0,0,0,85,Renewable Electricity and Heat Production,100,59,0,0,3,3,1,33,0,0,2,0,0,0,0,33,26,0,0,0,0,0,0,17,1,0,0,2,1,0,0,"6,125","83,691",NA,NA,"6,125","83,691",NA,NA,"27,207","44,821","217,656","358,569",81,8,NA,NA,-442,"-380,202",1,-522,"-449,588",1,Low,85,82,1,94,75,100,100,100,https://invest.bnpparibas/en/document/green-bond-reporting-methodology-notes-2021
US26835PAH38,NT RULE 144A 1.710 Jan-24-2028,240328,EDP Finance B.V.,Financials,Netherlands,17/09/2020,25/07/2022,25/07/2022,850,USD,1,24-01-28,1.71,Green,0,0,0,0,0,0,100,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,517",NA,NA,NA,"20,517",NA,NA,NA,"36,283","50,210","326,543","451,886",41,NA,NA,NA,"-1,444","-1,227,130",1,"-1,595","-1,355,880",1,Moderate,46,91,1,94,75,100,100,100,https://www.edp.com/sites/default/files/2022-05/EDP%20Sustainability%20Report%202021.pdf
US45685NAA46,NT RULE 144A 4.625 Jan-6-2026,44470,ING Groep N.V.,Financials,Netherlands,08/11/2018,25/07/2022,25/07/2022,1250,USD,1,6/1/2026,4.63,Green,0,0,49,0,0,0,51,Renewable Electricity and Heat Production,100,51,0,0,0,0,0,49,0,0,0,0,0,0,0,26,24,0,0,0,0,0,2,14,33,0,0,0,0,0,0,"9,399","310,033",NA,NA,"9,399","310,033",NA,NA,"46,772","87,883","420,950","790,943",88,7,NA,NA,-416,"-519,512",1,-264,"-330,458",1,Low,92,76,1,94,75,100,100,100,https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Green-Bond-Investor-Presentation-2022.htm; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Allocation-Report-2021.htm; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Impact-Report-2021.htm
US713448EP96,GLOBAL SR NT 2.875 Oct-15-2049,43988,"PepsiCo, Inc.",Consumer Staples,United States,07/10/2019,20/07/2022,20/07/2022,1000,USD,1,15-10-49,2.88,Green,0,0,0,10,0,0,90,Others Green,88,0,0,0,0,0,6,10,0,0,0,0,72,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,NA,"40,908",NA,NA,NA,"40,908",NA,NA,291,"3,333","9,017","103,330",NA,6,NA,NA,-1,-820,0,"-1,104","-1,103,664",1,Low,46,53,0,92,69,100,100,100,https://www.pepsico.com/docs/default-source/sustainability-and-esg-topics/pepsico-2021-green-bond-report.pdf?sfvrsn=dfc3db82_3
XS1909186451,4.625%26,44470,ING Groep N.V.,Financials,Netherlands,08/11/2018,25/07/2022,25/07/2022,1250,USD,1,6/1/2026,4.63,Green,0,0,49,0,0,0,51,Renewable Electricity and Heat Production,100,51,0,0,0,0,0,49,0,0,0,0,0,0,0,26,24,0,0,0,0,0,2,14,33,0,0,0,0,0,0,"12,828","423,158",NA,NA,"12,828","423,158",NA,NA,"63,838","119,949","574,545","1,079,540",88,7,NA,NA,-567,"-709,070",1,-361,"-451,035",1,Low,92,76,1,94,75,100,100,100,https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Green-Bond-Investor-Presentation-2022.htm; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Allocation-Report-2021.htm; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Impact-Report-2021.htm
XS2202902636,1.75%-FR LT2 22/10/30 EUR100000'924'REGS,240056,de Volksbank N.V.,Financials,Netherlands,22/07/2020,25/07/2022,25/07/2022,500,EUR,1.15,22-10-30,1.75,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"263,213",NA,NA,NA,"263,213",NA,NA,"2,156","28,025","23,714","308,275",NA,6,NA,NA,-12,"-7,186",1,-11,"-6,105",1,Low,26,75,1,94,75,100,100,100,https://www.devolksbank.nl/assets/files/Green-Bond-Allocation-Report-2020.pdf; https://www.devolksbank.nl/assets/files/Green-Bond-Impact-Report-2020.pdf
XS2305598216,1.125%-FRN SNR 07/12/2028 GBP100000'231',44470,ING Groep N.V.,Financials,Netherlands,24/02/2021,25/07/2022,25/07/2022,800,GBP,1.33,7/12/2028,1.13,Green,0,0,49,0,0,0,51,Renewable Electricity and Heat Production,100,51,0,0,0,0,0,49,0,0,0,0,0,0,0,26,24,0,0,0,0,0,2,14,33,0,0,0,0,0,0,"7,230","268,282",NA,NA,"7,230","268,282",NA,NA,"40,474","75,430","323,788","603,439",88,7,NA,NA,-407,"-434,232",1,-268,"-285,956",1,Low,92,76,1,94,75,100,100,100,https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Green-Bond-Investor-Presentation-2022.htm; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Allocation-Report-2021.htm; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Impact-Report-2021.htm
XS2310118976,1.25%-FRN LT2 EMTN 18/06/31 EUR100000'19,53000,"CaixaBank, S.A.",Financials,Spain,18/03/2021,25/07/2022,25/07/2022,1000,EUR,1.13,18-06-31,1.25,Green,0,0,15,0,0,0,85,Renewable Electricity and Heat Production,100,85,0,0,0,0,0,15,0,0,0,0,0,0,0,36,48,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"16,067","83,556",NA,NA,"16,067","83,556",NA,NA,"63,615","92,097","699,764","1,013,066",93,4,NA,NA,-604,"-683,428",1,-303,"-343,110",1,Moderate,75,86,1,94,75,100,100,100,https://www.caixabank.com/deployedfiles/caixabank_com/Estaticos/PDFs/Accionistasinversores/CaixaBank_Green_Bonds_Report.pdf
XS2348693297,?500 mil 1.50% callable Green med-term nts ser 21 due 12/03/2026,53000,"CaixaBank, S.A.",Financials,Spain,03/06/2021,25/07/2022,25/07/2022,500,GBP,1.32,3/12/2026,1.5,Green,0,0,15,0,0,0,85,Renewable Electricity and Heat Production,100,85,0,0,0,0,0,15,0,0,0,0,0,0,0,36,48,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"5,113","48,750",NA,NA,"5,113","48,750",NA,NA,"37,116","53,733","222,695","322,401",93,4,NA,NA,-604,"-398,743",1,-307,"-202,382",1,Moderate,75,86,1,94,75,100,100,100,https://www.caixabank.com/deployedfiles/caixabank_com/Estaticos/PDFs/Accionistasinversores/CaixaBank_Green_Bonds_Report.pdf
DE000BHY0GL4,0.01% PFBRF SNR SEC 19/07/2027 EUR1000,227902,Berlin Hyp AG,Financials,Germany,17/07/2019,26/07/2022,26/07/2022,500,EUR,1.14,19-07-27,0.01,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,"233,748",NA,NA,NA,"233,748",NA,NA,"1,647","13,799","14,819","124,192",NA,5,NA,NA,-5,"-2,953",1,-7,"-3,950",1,Low,91,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
ES0000101842,0.747% SNR BDS 30/04/2022 EUR1000,NA,Comunidad de Madrid,Sovereign,Spain,18/04/2017,26/07/2022,26/07/2022,700,EUR,1.15,30-04-22,0.75,Sustainable,0,0,100,0,0,0,0,Proceeds that are Not Green,2,0,0,0,0,0,0,0,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,0,67,26,100,100,43,https://www.comunidad.madrid/sites/default/files/img/profesiones/reporting_sustainability_bond_2017.pdf
ES0000101933,0.419% SNR NTS 30/04/2030 EUR1000 'REGS',NA,Comunidad de Madrid,Sovereign,Spain,27/02/2020,26/07/2022,26/07/2022,1250,EUR,1.14,30-04-30,0.42,Sustainable,0,0,100,0,0,0,0,Proceeds that are Not Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,0,67,25,100,100,43,https://www.comunidad.madrid/sites/default/files/img/profesiones/reporting_sustainability_bond_2020.pdf
XS2052503872,0.01% SNR NTS 16/09/2024 EUR100000 '922',240056,de Volksbank N.V.,Financials,Netherlands,16/09/2019,26/07/2022,26/07/2022,500,EUR,1.14,16-09-24,0.01,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"260,213",NA,NA,NA,"260,213",NA,NA,"2,131","27,983","12,788","167,900",NA,6,NA,NA,-13,"-7,197",1,-11,"-6,105",1,Low,26,75,1,94,75,100,100,100,https://www.devolksbank.nl/assets/files/Green-Bond-Allocation-Report-2020.pdf; https://www.devolksbank.nl/assets/files/Green-Bond-Impact-Report-2020.pdf
XS2308298962,0.375% SNR NPF NTS 03/03/2028 EUR100000,240056,de Volksbank N.V.,Financials,Netherlands,03/03/2021,26/07/2022,26/07/2022,500,EUR,1.13,3/3/2028,0.38,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"259,122",NA,NA,NA,"259,122",NA,NA,"2,122","27,328","16,979","218,624",NA,6,NA,NA,-12,"-6,987",1,NA,NA,NA,Low,26,75,1,80,75,100,100,43,https://www.devolksbank.nl/assets/files/Green-Bond-Framework-de-Volksbank-2021.pdf; https://www.devolksbank.nl/assets/files/ISS-ESG-Second-Party-Opinion-2021.pdf; https://www.devolksbank.nl/en/investor-relations/debt-information/green-senior-non-preferred-notes/xs2308298962; https://www.devolksbank.nl/assets/files/Investor-Relations/Debt-informatie/XS2308298962-Final-Terms-Green-SNP-Notes.pdf
DE000BHY0GH2,0.125% PFBRF SNR SEC 23/10/2023 EUR1000,227902,Berlin Hyp AG,Financials,Germany,14/06/2017,27/07/2022,27/07/2022,500,EUR,1.15,23-10-23,0.13,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,NA,"236,127",NA,NA,NA,"236,127",NA,NA,"1,663","14,081","11,643","98,565",NA,5,NA,NA,-5,"-3,030",1,-7,"-3,950",1,Low,NA,81,1,78,79,100,33,100,https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/en/berlin-hyp-green-bond-annual-report.pdf; https://www.berlinhyp.de/en/investors/green-bonds?file=files/media/corporate/investoren/green-bonds/green-bonds/reportings/de/impactreportingtemplate-berlinhyp-2022.xlsx
US037833BU32,GLOBAL BD 2.850 Feb-23-2023,43731,Apple Inc.,Information Technology,United States,16/02/2016,27/07/2022,27/07/2022,1500,USD,1,23-02-23,2.85,Green,0,0,0,0,0,0,100,Buildings,100,13,0,0,0,0,7,78,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,NA,"313,975",NA,NA,NA,"313,975",NA,NA,"2,232","31,686","17,859","253,484",NA,8,NA,NA,-6,"-8,329",0,-293,"-439,100",1,Moderate,89,65,1,94,75,100,100,100,https://s2.q4cdn.com/470004039/files/doc_downloads/additional_reports/2022/Apple_GreenBond_Report.pdf
XS2079716937,EUR$ GLOBAL NT 0.500 Nov-15-2031,43731,Apple Inc.,Information Technology,United States,07/11/2019,27/07/2022,27/07/2022,1000,EUR,1.14,15-11-31,0.5,Green,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,25,23,0,0,0,0,0,0,0,0,0,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-861,"-981,000",0,NA,88,43,1,80,19,100,100,100,https://s2.q4cdn.com/470004039/files/doc_downloads/additional_reports/2022/Apple_GreenBond_Report.pdf; https://s2.q4cdn.com/470004039/files/doc_downloads/additional_reports/Apple_GreenBond_Report_2020.pdf
XS2234567233,0.875% GTD SNR NTS 22/09/2028 EUR100000,239371,Volkswagen International Finance N.V.,Financials,Netherlands,23/09/2020,27/07/2022,27/07/2022,1250,EUR,1.15,22-09-28,0.88,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,"6,638,856,531",NA,NA,NA,"6,638,856,531",NA,"20,564","108,903","185,079","980,130",NA,NA,0,NA,0,-452,1,-11,"-16,125",1,Moderate,59,87,1,94,75,100,100,100,https://www.volkswagenag.com/presence/investorrelation/publications/fixed-income/greenfinance/2022/VW%20Green%20Finance%20Report_v_July_2022_final_public%20version.pdf
XS2234567662,1.25% GTD SNR NTS 23/09/2032 EUR100000,239371,Volkswagen International Finance N.V.,Financials,Netherlands,23/09/2020,27/07/2022,27/07/2022,750,EUR,1.15,23-09-32,1.25,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,"5,753,675,660",NA,NA,NA,"5,753,675,660",NA,"12,339","65,342","160,402","849,446",NA,NA,0,NA,0,-271,1,-11,"-9,675",1,Moderate,59,87,1,94,75,100,100,100,https://www.volkswagenag.com/presence/investorrelation/publications/fixed-income/greenfinance/2022/VW%20Green%20Finance%20Report_v_July_2022_final_public%20version.pdf
XS1648462023,2.25% SNR EMTN 20/12/2047 EUR100000'132',238690,SNCF Reseau,Industrials,France,20/07/2017,20/07/2022,20/07/2022,750,EUR,1.15,20-12-47,2.25,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,921","-2,515,114",1,NA,NA,69,1,83,100,100,33,100,https://www.sncf-reseau.com/sites/default/files/2019-07/GB_Green%20Bond%20%282017%29%20SNCF.pdf
XS1900101046,1.5% GTD SNR EMTN 05/11/2030 EUR100000'4,241376,Royal Schiphol Group N.V.,Industrials,Netherlands,05/11/2018,28/07/2022,28/07/2022,500,EUR,1.14,5/11/1930,1.5,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"269,073",NA,NA,NA,"269,073",NA,NA,"1,971","19,044","25,623","247,575",NA,5,NA,NA,-8,"-4,377",1,-2,"-1,109",1,Low,NA,56,1,94,75,100,100,100,https://www.annualreportschiphol.com/xmlpages/resources/TXP/Schiphol_web_2021/pdf/Schiphol_Annual_Report_2021.pdf
XS2035564629,1.625%-FRN SUB 05/08/2079 EUR100000'REGS,42764,EnBW Energie Baden-W?rttemberg AG,Utilities,Germany,05/08/2019,28/07/2022,28/07/2022,500,EUR,1.14,5/8/1979,1.63,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,021",NA,NA,NA,"41,021",NA,NA,NA,"7,948","12,240","484,820","746,621",30,NA,NA,NA,-536,"-304,890",1,-739,"-420,067",1,Moderate,36,88,1,77,75,100,33,100,https://www.enbw.com/media/investoren/investors_images/green_bond/documents/enbw-green-bond-impact-report-2021.pdf
XS2035564975,1.125%-FRN SUB 05/11/2079 EUR100000'REGS,42764,EnBW Energie Baden-W?rttemberg AG,Utilities,Germany,05/08/2019,28/07/2022,28/07/2022,500,EUR,1.14,5/11/1979,1.13,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,021",NA,NA,NA,"41,021",NA,NA,NA,"7,948","12,240","484,820","746,621",30,NA,NA,NA,-536,"-304,890",1,-739,"-420,067",1,Moderate,36,88,1,77,75,100,33,100,https://www.enbw.com/media/investoren/investors_images/green_bond/documents/enbw-green-bond-impact-report-2021.pdf
XS2079716853,EUR$ GLOBAL NT 0.000 Nov-15-2025,43731,Apple Inc.,Information Technology,United States,07/11/2019,28/07/2022,28/07/2022,1000,EUR,1.14,15-11-25,0,Green,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,25,23,0,0,0,0,0,0,0,0,0,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-861,"-981,000",0,NA,88,43,1,80,19,100,100,100,https://s2.q4cdn.com/470004039/files/doc_downloads/additional_reports/2022/Apple_GreenBond_Report.pdf; https://s2.q4cdn.com/470004039/files/doc_downloads/additional_reports/Apple_GreenBond_Report_2020.pdf
